"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2009-01-01&before=2023-03-14&filename=Heron%20Reservoir%20and%20Dam%20Daily%20Average%20San%20Juan%20Chama%20Inflow%20Volume-af%20Time%20Series%20Data%20%282009-01-01%20-%202023-03-14%29&itemId=4503&order=ASC&type=csv","","","","","","","",""
"#DOWNLOAD DATE# 2023-03-16","","","","","","","",""
"#LOCATION INFORMATION#","","","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","","","",""
"Heron Reservoir and Dam","NM","(-106.6992, 36.6973)","MT","Lake/Reservoir","","","",""
"","","","","","","","",""
"#SERIES DATA#","","","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)","timeStep","resultType"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","38.922","af","daily","sum","2009-07-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","46.906","af","daily","sum","2009-07-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","31.936","af","daily","sum","2009-07-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","47.904","af","daily","sum","2009-07-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","47.904","af","daily","sum","2009-07-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","41.916","af","daily","sum","2009-07-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","58.882","af","daily","sum","2009-07-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","37.924","af","daily","sum","2009-07-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","27.944","af","daily","sum","2009-07-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","70.858","af","daily","sum","2009-07-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","39.92","af","daily","sum","2009-07-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","31.936","af","daily","sum","2009-08-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","21.956","af","daily","sum","2009-08-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","13.972","af","daily","sum","2009-08-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","14.97","af","daily","sum","2009-08-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","8.982","af","daily","sum","2009-08-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","5.988","af","daily","sum","2009-08-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","3.992","af","daily","sum","2009-08-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1.996","af","daily","sum","2009-08-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0.998","af","daily","sum","2009-08-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","73.852","af","daily","sum","2009-08-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","29.94","af","daily","sum","2009-08-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","10.978","af","daily","sum","2009-08-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","11.976","af","daily","sum","2009-08-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-08-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","74.85","af","daily","sum","2009-09-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","23.952","af","daily","sum","2009-09-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1437.12","af","daily","sum","2009-09-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1685.95","af","daily","sum","2009-09-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1685.95","af","daily","sum","2009-09-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1685.95","af","daily","sum","2009-09-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1685.95","af","daily","sum","2009-09-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1685.94","af","daily","sum","2009-09-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1655.94","af","daily","sum","2009-09-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1685.95","af","daily","sum","2009-09-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1302.24","af","daily","sum","2009-09-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-09-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-10-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-11-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2009-12-10 07:00:00","day","observed"
